trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
2337,10:08:00,10:08:00,49,13,0,0,22.1062
2338,13:14:00,13:14:00,145,1,0,0,0.0000
2338,13:18:00,13:18:00,104,2,0,0,1.6780
2338,13:24:00,13:24:00,99,3,0,0,3.2636
2338,13:31:00,13:31:00,17,4,0,0,5.6292
2338,13:34:00,13:34:00,48,5,0,0,7.0235
2338,13:37:00,13:37:00,143,6,0,0,8.3780
2338,13:40:00,13:40:00,88,7,0,0,9.9761
2338,13:43:00,13:43:00,76,8,0,0,11.6155
2338,13:46:00,13:46:00,12,9,0,0,13.4977
2338,13:49:00,13:49:00,18,10,0,0,14.6595
2338,13:56:00,13:56:00,45,11,0,0,18.7936
2338,14:04:00,14:04:00,117,12,0,0,21.1799
2338,14:08:00,14:08:00,49,13,0,0,22.1062
2339,10:14:00,10:14:00,145,1,0,0,0.0000
2339,10:18:00,10:18:00,104,2,0,0,1.6780
2339,10:24:00,10:24:00,99,3,0,0,3.2636
2339,10:31:00,10:31:00,17,4,0,0,5.6292
2339,10:34:00,10:34:00,48,5,0,0,7.0235
2339,10:37:00,10:37:00,143,6,0,0,8.3780
2339,10:40:00,10:40:00,88,7,0,0,9.9761
2339,10:43:00,10:43:00,76,8,0,0,11.6155
2339,10:46:00,10:46:00,12,9,0,0,13.4977
2339,10:49:00,10:49:00,18,10,0,0,14.6595
2339,10:56:00,10:56:00,45,11,0,0,18.7936
2339,11:04:00,11:04:00,117,12,0,0,21.1799
2339,11:08:00,11:08:00,49,13,0,0,22.1062
2340,14:14:00,14:14:00,145,1,0,0,0.0000
2340,14:18:00,14:18:00,104,2,0,0,1.6780
2340,14:24:00,14:24:00,99,3,0,0,3.2636
2340,14:31:00,14:31:00,17,4,0,0,5.6292
2340,14:34:00,14:34:00,48,5,0,0,7.0235
2340,14:37:00,14:37:00,143,6,0,0,8.3780
2340,14:40:00,14:40:00,88,7,0,0,9.9761
2340,14:43:00,14:43:00,76,8,0,0,11.6155
2340,14:46:00,14:46:00,12,9,0,0,13.4977
2340,14:49:00,14:49:00,18,10,0,0,14.6595
2340,14:56:00,14:56:00,45,11,0,0,18.7936
2340,15:04:00,15:04:00,117,12,0,0,21.1799
2340,15:08:00,15:08:00,49,13,0,0,22.1062
2341,11:14:00,11:14:00,145,1,0,0,0.0000
2341,11:18:00,11:18:00,104,2,0,0,1.6780
2341,11:24:00,11:24:00,99,3,0,0,3.2636
2341,11:31:00,11:31:00,17,4,0,0,5.6292
2341,11:34:00,11:34:00,48,5,0,0,7.0235
2341,11:37:00,11:37:00,143,6,0,0,8.3780
2341,11:40:00,11:40:00,88,7,0,0,9.9761
2341,11:43:00,11:43:00,76,8,0,0,11.6155
2341,11:46:00,11:46:00,12,9,0,0,13.4977
2341,11:49:00,11:49:00,18,10,0,0,14.6595
2341,11:56:00,11:56:00,45,11,0,0,18.7936
2341,12:04:00,12:04:00,117,12,0,0,21.1799
2341,12:08:00,12:08:00,49,13,0,0,22.1062
2342,15:14:00,15:14:00,145,1,0,0,0.0000
2342,15:18:00,15:18:00,104,2,0,0,1.6780
2342,15:24:00,15:24:00,99,3,0,0,3.2636
2342,15:31:00,15:31:00,17,4,0,0,5.6292
2342,15:34:00,15:34:00,48,5,0,0,7.0235
2342,15:37:00,15:37:00,143,6,0,0,8.3780
2342,15:40:00,15:40:00,88,7,0,0,9.9761
2342,15:43:00,15:43:00,76,8,0,0,11.6155
2342,15:46:00,15:46:00,12,9,0,0,13.4977
2342,15:49:00,15:49:00,18,10,0,0,14.6595
2342,15:56:00,15:56:00,45,11,0,0,18.7936
2342,16:04:00,16:04:00,117,12,0,0,21.1799
2342,16:08:00,16:08:00,49,13,0,0,22.1062
2343,12:14:00,12:14:00,145,1,0,0,0.0000
2343,12:18:00,12:18:00,104,2,0,0,1.6780
2343,12:24:00,12:24:00,99,3,0,0,3.2636
2343,12:31:00,12:31:00,17,4,0,0,5.6292
2343,12:34:00,12:34:00,48,5,0,0,7.0235
2343,12:37:00,12:37:00,143,6,0,0,8.3780
2343,12:40:00,12:40:00,88,7,0,0,9.9761
2343,12:43:00,12:43:00,76,8,0,0,11.6155
2343,12:46:00,12:46:00,12,9,0,0,13.4977
2343,12:49:00,12:49:00,18,10,0,0,14.6595
2343,12:56:00,12:56:00,45,11,0,0,18.7936
2343,13:04:00,13:04:00,117,12,0,0,21.1799
2343,13:08:00,13:08:00,49,13,0,0,22.1062
2344,16:14:00,16:14:00,145,1,0,0,0.0000
2344,16:18:00,16:18:00,104,2,0,0,1.6780
2344,16:24:00,16:24:00,99,3,0,0,3.2636
2344,16:31:00,16:31:00,17,4,0,0,5.6292
2344,16:34:00,16:34:00,48,5,0,0,7.0235
2344,16:37:00,16:37:00,143,6,0,0,8.3780
2344,16:40:00,16:40:00,88,7,0,0,9.9761
2344,16:43:00,16:43:00,76,8,0,0,11.6155
2344,16:46:00,16:46:00,12,9,0,0,13.4977
2344,16:49:00,16:49:00,18,10,0,0,14.6595
2344,16:56:00,16:56:00,45,11,0,0,18.7936
2344,17:04:00,17:04:00,117,12,0,0,21.1799
2344,17:08:00,17:08:00,49,13,0,0,22.1062
2345,13:14:00,13:14:00,145,1,0,0,0.0000
2345,13:18:00,13:18:00,104,2,0,0,1.6780
2345,13:24:00,13:24:00,99,3,0,0,3.2636
2345,13:31:00,13:31:00,17,4,0,0,5.6292
2345,13:34:00,13:34:00,48,5,0,0,7.0235
2345,13:37:00,13:37:00,143,6,0,0,8.3780
2345,13:40:00,13:40:00,88,7,0,0,9.9761
2345,13:43:00,13:43:00,76,8,0,0,11.6155
2345,13:46:00,13:46:00,12,9,0,0,13.4977
2345,13:49:00,13:49:00,18,10,0,0,14.6595
2345,13:56:00,13:56:00,45,11,0,0,18.7936
2345,14:04:00,14:04:00,117,12,0,0,21.1799
2345,14:08:00,14:08:00,49,13,0,0,22.1062
2346,17:14:00,17:14:00,145,1,0,0,0.0000
2346,17:18:00,17:18:00,104,2,0,0,1.6780
2346,17:24:00,17:24:00,99,3,0,0,3.2636
2346,17:31:00,17:31:00,17,4,0,0,5.6292
2346,17:34:00,17:34:00,48,5,0,0,7.0235
2346,17:37:00,17:37:00,143,6,0,0,8.3780
2346,17:40:00,17:40:00,88,7,0,0,9.9761
2346,17:43:00,17:43:00,76,8,0,0,11.6155
2346,17:46:00,17:46:00,12,9,0,0,13.4977
2346,17:49:00,17:49:00,18,10,0,0,14.6595
2346,17:56:00,17:56:00,45,11,0,0,18.7936
2346,18:04:00,18:04:00,117,12,0,0,21.1799
2346,18:08:00,18:08:00,49,13,0,0,22.1062
2347,14:14:00,14:14:00,145,1,0,0,0.0000
2347,14:18:00,14:18:00,104,2,0,0,1.6780
2347,14:24:00,14:24:00,99,3,0,0,3.2636
2347,14:31:00,14:31:00,17,4,0,0,5.6292
2347,14:34:00,14:34:00,48,5,0,0,7.0235
2347,14:37:00,14:37:00,143,6,0,0,8.3780
2347,14:40:00,14:40:00,88,7,0,0,9.9761
2347,14:43:00,14:43:00,76,8,0,0,11.6155
2347,14:46:00,14:46:00,12,9,0,0,13.4977
2347,14:49:00,14:49:00,18,10,0,0,14.6595
2347,14:56:00,14:56:00,45,11,0,0,18.7936
2347,15:04:00,15:04:00,117,12,0,0,21.1799
2347,15:08:00,15:08:00,49,13,0,0,22.1062
2348,18:14:00,18:14:00,145,1,0,0,0.0000
2348,18:18:00,18:18:00,104,2,0,0,1.6780
2348,18:24:00,18:24:00,99,3,0,0,3.2636
2348,18:31:00,18:31:00,17,4,0,0,5.6292
2348,18:34:00,18:34:00,48,5,0,0,7.0235
2348,18:37:00,18:37:00,143,6,0,0,8.3780
2348,18:40:00,18:40:00,88,7,0,0,9.9761
2348,18:43:00,18:43:00,76,8,0,0,11.6155
2348,18:46:00,18:46:00,12,9,0,0,13.4977
2348,18:49:00,18:49:00,18,10,0,0,14.6595
2348,18:56:00,18:56:00,45,11,0,0,18.7936
2348,19:04:00,19:04:00,117,12,0,0,21.1799
2348,19:08:00,19:08:00,49,13,0,0,22.1062
2349,15:14:00,15:14:00,145,1,0,0,0.0000
2349,15:18:00,15:18:00,104,2,0,0,1.6780
2349,15:24:00,15:24:00,99,3,0,0,3.2636
2349,15:31:00,15:31:00,17,4,0,0,5.6292
2349,15:34:00,15:34:00,48,5,0,0,7.0235
2349,15:37:00,15:37:00,143,6,0,0,8.3780
2349,15:40:00,15:40:00,88,7,0,0,9.9761
2349,15:43:00,15:43:00,76,8,0,0,11.6155
2349,15:46:00,15:46:00,12,9,0,0,13.4977
2349,15:49:00,15:49:00,18,10,0,0,14.6595
2349,15:56:00,15:56:00,45,11,0,0,18.7936
2349,16:04:00,16:04:00,117,12,0,0,21.1799
2349,16:08:00,16:08:00,49,13,0,0,22.1062
2350,19:14:00,19:14:00,145,1,0,0,0.0000
2350,19:18:00,19:18:00,104,2,0,0,1.6780
2350,19:24:00,19:24:00,99,3,0,0,3.2636
2350,19:31:00,19:31:00,17,4,0,0,5.6292
2350,19:34:00,19:34:00,48,5,0,0,7.0235
2350,19:37:00,19:37:00,143,6,0,0,8.3780
2350,19:40:00,19:40:00,88,7,0,0,9.9761
2350,19:43:00,19:43:00,76,8,0,0,11.6155
2350,19:46:00,19:46:00,12,9,0,0,13.4977
2350,19:49:00,19:49:00,18,10,0,0,14.6595
2350,19:56:00,19:56:00,45,11,0,0,18.7936
2350,20:04:00,20:04:00,117,12,0,0,21.1799
2350,20:08:00,20:08:00,49,13,0,0,22.1062
2351,16:14:00,16:14:00,145,1,0,0,0.0000
2351,16:18:00,16:18:00,104,2,0,0,1.6780
2351,16:24:00,16:24:00,99,3,0,0,3.2636
2351,16:31:00,16:31:00,17,4,0,0,5.6292
2351,16:34:00,16:34:00,48,5,0,0,7.0235
2351,16:37:00,16:37:00,143,6,0,0,8.3780
2351,16:40:00,16:40:00,88,7,0,0,9.9761
2351,16:43:00,16:43:00,76,8,0,0,11.6155
2351,16:46:00,16:46:00,12,9,0,0,13.4977
2351,16:49:00,16:49:00,18,10,0,0,14.6595
2351,16:56:00,16:56:00,45,11,0,0,18.7936
2351,17:04:00,17:04:00,117,12,0,0,21.1799
2351,17:08:00,17:08:00,49,13,0,0,22.1062
2352,20:14:00,20:14:00,145,1,0,0,0.0000
2352,20:18:00,20:18:00,104,2,0,0,1.6780
2352,20:24:00,20:24:00,99,3,0,0,3.2636
2352,20:31:00,20:31:00,17,4,0,0,5.6292
2352,20:34:00,20:34:00,48,5,0,0,7.0235
2352,20:37:00,20:37:00,143,6,0,0,8.3780
2352,20:40:00,20:40:00,88,7,0,0,9.9761
2352,20:43:00,20:43:00,76,8,0,0,11.6155
2352,20:46:00,20:46:00,12,9,0,0,13.4977
2352,20:49:00,20:49:00,18,10,0,0,14.6595
2352,20:56:00,20:56:00,45,11,0,0,18.7936
2352,21:04:00,21:04:00,117,12,0,0,21.1799
2352,21:08:00,21:08:00,49,13,0,0,22.1062
2353,17:14:00,17:14:00,145,1,0,0,0.0000
2353,17:18:00,17:18:00,104,2,0,0,1.6780
2353,17:24:00,17:24:00,99,3,0,0,3.2636
2353,17:31:00,17:31:00,17,4,0,0,5.6292
2353,17:34:00,17:34:00,48,5,0,0,7.0235
2353,17:37:00,17:37:00,143,6,0,0,8.3780
2353,17:40:00,17:40:00,88,7,0,0,9.9761
2353,17:43:00,17:43:00,76,8,0,0,11.6155
2353,17:46:00,17:46:00,12,9,0,0,13.4977
2353,17:49:00,17:49:00,18,10,0,0,14.6595
2353,17:56:00,17:56:00,45,11,0,0,18.7936
2353,18:04:00,18:04:00,117,12,0,0,21.1799
2353,18:08:00,18:08:00,49,13,0,0,22.1062
2354,21:14:00,21:14:00,145,1,0,0,0.0000
2354,21:18:00,21:18:00,104,2,0,0,1.6780
2354,21:24:00,21:24:00,99,3,0,0,3.2636
2354,21:31:00,21:31:00,17,4,0,0,5.6292
2354,21:34:00,21:34:00,48,5,0,0,7.0235
2354,21:37:00,21:37:00,143,6,0,0,8.3780
2354,21:40:00,21:40:00,88,7,0,0,9.9761
2354,21:43:00,21:43:00,76,8,0,0,11.6155
2354,21:46:00,21:46:00,12,9,0,0,13.4977
2354,21:49:00,21:49:00,18,10,0,0,14.6595
2354,21:56:00,21:56:00,45,11,0,0,18.7936
2354,22:04:00,22:04:00,117,12,0,0,21.1799
2354,22:08:00,22:08:00,49,13,0,0,22.1062
2355,18:14:00,18:14:00,145,1,0,0,0.0000
2355,18:18:00,18:18:00,104,2,0,0,1.6780
2355,18:24:00,18:24:00,99,3,0,0,3.2636
2355,18:31:00,18:31:00,17,4,0,0,5.6292
2355,18:34:00,18:34:00,48,5,0,0,7.0235
2355,18:37:00,18:37:00,143,6,0,0,8.3780
2355,18:40:00,18:40:00,88,7,0,0,9.9761
2355,18:43:00,18:43:00,76,8,0,0,11.6155
2355,18:46:00,18:46:00,12,9,0,0,13.4977
2355,18:49:00,18:49:00,18,10,0,0,14.6595
2355,18:56:00,18:56:00,45,11,0,0,18.7936
2355,19:04:00,19:04:00,117,12,0,0,21.1799
2355,19:08:00,19:08:00,49,13,0,0,22.1062
2356,22:14:00,22:14:00,145,1,0,0,0.0000
2356,22:18:00,22:18:00,104,2,0,0,1.6780
2356,22:24:00,22:24:00,99,3,0,0,3.2636
2356,22:31:00,22:31:00,17,4,0,0,5.6292
2356,22:34:00,22:34:00,48,5,0,0,7.0235
2356,22:37:00,22:37:00,143,6,0,0,8.3780
2356,22:40:00,22:40:00,88,7,0,0,9.9761
2356,22:43:00,22:43:00,76,8,0,0,11.6155
2356,22:46:00,22:46:00,12,9,0,0,13.4977
2356,22:49:00,22:49:00,18,10,0,0,14.6595
2356,22:56:00,22:56:00,45,11,0,0,18.7936
2356,23:04:00,23:04:00,117,12,0,0,21.1799
2356,23:08:00,23:08:00,49,13,0,0,22.1062
2357,19:14:00,19:14:00,145,1,0,0,0.0000
2357,19:18:00,19:18:00,104,2,0,0,1.6780
2357,19:24:00,19:24:00,99,3,0,0,3.2636
2357,19:31:00,19:31:00,17,4,0,0,5.6292
2357,19:34:00,19:34:00,48,5,0,0,7.0235
2357,19:37:00,19:37:00,143,6,0,0,8.3780
2357,19:40:00,19:40:00,88,7,0,0,9.9761
2357,19:43:00,19:43:00,76,8,0,0,11.6155
2357,19:46:00,19:46:00,12,9,0,0,13.4977
2357,19:49:00,19:49:00,18,10,0,0,14.6595
2357,19:56:00,19:56:00,45,11,0,0,18.7936
2357,20:04:00,20:04:00,117,12,0,0,21.1799
2357,20:08:00,20:08:00,49,13,0,0,22.1062
2358,23:14:00,23:14:00,145,1,0,0,0.0000
2358,23:18:00,23:18:00,104,2,0,0,1.6780
2358,23:24:00,23:24:00,99,3,0,0,3.2636
2358,23:31:00,23:31:00,17,4,0,0,5.6292
2358,23:34:00,23:34:00,48,5,0,0,7.0235
2358,23:37:00,23:37:00,143,6,0,0,8.3780
2358,23:40:00,23:40:00,88,7,0,0,9.9761
2358,23:43:00,23:43:00,76,8,0,0,11.6155
2358,23:46:00,23:46:00,12,9,0,0,13.4977
2358,23:49:00,23:49:00,18,10,0,0,14.6595
2358,23:55:00,23:55:00,45,11,0,0,18.7936
2358,23:59:00,23:59:00,117,12,0,0,21.1799
2358,24:04:00,24:04:00,49,13,0,0,22.1062
2359,20:14:00,20:14:00,145,1,0,0,0.0000
2359,20:18:00,20:18:00,104,2,0,0,1.6780
2359,20:24:00,20:24:00,99,3,0,0,3.2636
2359,20:31:00,20:31:00,17,4,0,0,5.6292
2359,20:34:00,20:34:00,48,5,0,0,7.0235
2359,20:37:00,20:37:00,143,6,0,0,8.3780
2359,20:40:00,20:40:00,88,7,0,0,9.9761
2359,20:43:00,20:43:00,76,8,0,0,11.6155
2359,20:46:00,20:46:00,12,9,0,0,13.4977
2359,20:49:00,20:49:00,18,10,0,0,14.6595
2359,20:56:00,20:56:00,45,11,0,0,18.7936
2359,21:04:00,21:04:00,117,12,0,0,21.1799
2359,21:08:00,21:08:00,49,13,0,0,22.1062
2360,18:48:00,18:48:00,63,1,0,0,0.0000
2360,19:04:00,19:04:00,106,2,0,0,7.7884
2360,19:21:00,19:21:00,145,3,0,0,20.0949
2360,19:25:00,19:25:00,104,4,0,0,21.7725
2360,19:29:00,19:29:00,99,5,0,0,23.3581
2360,19:33:00,19:33:00,17,6,0,0,25.7237
2360,19:36:00,19:36:00,48,7,0,0,27.1180
2360,19:39:00,19:39:00,143,8,0,0,28.4725
2360,19:42:00,19:42:00,88,9,0,0,30.0706
2360,19:45:00,19:45:00,76,10,0,0,31.7100
2360,19:48:00,19:48:00,12,11,0,0,33.5922
2360,19:51:00,19:51:00,18,12,0,0,34.7540
2360,19:57:00,19:57:00,45,13,0,0,38.8881
2360,20:01:00,20:01:00,117,14,0,0,41.2744
2360,20:06:00,20:06:00,49,15,0,0,42.2008
2361,21:14:00,21:14:00,145,1,0,0,0.0000
2361,21:18:00,21:18:00,104,2,0,0,1.6780
2361,21:24:00,21:24:00,99,3,0,0,3.2636
2361,21:31:00,21:31:00,17,4,0,0,5.6292
2361,21:34:00,21:34:00,48,5,0,0,7.0235
2361,21:37:00,21:37:00,143,6,0,0,8.3780
2361,21:40:00,21:40:00,88,7,0,0,9.9761
2361,21:43:00,21:43:00,76,8,0,0,11.6155
2361,21:46:00,21:46:00,12,9,0,0,13.4977
2361,21:49:00,21:49:00,18,10,0,0,14.6595
2361,21:56:00,21:56:00,45,11,0,0,18.7936
2361,22:04:00,22:04:00,117,12,0,0,21.1799
2361,22:08:00,22:08:00,49,13,0,0,22.1062
2362,19:44:00,19:44:00,63,1,0,0,0.0000
2362,20:00:00,20:00:00,106,2,0,0,7.7884
2362,20:17:00,20:17:00,145,3,0,0,20.0949
2362,20:21:00,20:21:00,104,4,0,0,21.7725
2362,20:24:00,20:24:00,99,5,0,0,23.3581
2362,20:28:00,20:28:00,17,6,0,0,25.7237
2362,20:31:00,20:31:00,48,7,0,0,27.1180
2362,20:35:00,20:35:00,143,8,0,0,28.4725
2362,20:39:00,20:39:00,88,9,0,0,30.0706
2362,20:42:00,20:42:00,76,10,0,0,31.7100
2362,20:45:00,20:45:00,12,11,0,0,33.5922
2362,20:48:00,20:48:00,18,12,0,0,34.7540
2362,20:54:00,20:54:00,45,13,0,0,38.8881
2362,20:58:00,20:58:00,117,14,0,0,41.2744
2362,21:04:00,21:04:00,49,15,0,0,42.2008
2363,22:14:00,22:14:00,145,1,0,0,0.0000
2363,22:18:00,22:18:00,104,2,0,0,1.6780
2363,22:24:00,22:24:00,99,3,0,0,3.2636
2363,22:31:00,22:31:00,17,4,0,0,5.6292
2363,22:34:00,22:34:00,48,5,0,0,7.0235
2363,22:37:00,22:37:00,143,6,0,0,8.3780
2363,22:40:00,22:40:00,88,7,0,0,9.9761
2363,22:43:00,22:43:00,76,8,0,0,11.6155
2363,22:46:00,22:46:00,12,9,0,0,13.4977
2363,22:49:00,22:49:00,18,10,0,0,14.6595
2363,22:56:00,22:56:00,45,11,0,0,18.7936
2363,23:04:00,23:04:00,117,12,0,0,21.1799
2363,23:08:00,23:08:00,49,13,0,0,22.1062
2364,16:28:00,16:28:00,63,1,0,0,0.0000
2364,16:44:00,16:44:00,106,2,0,0,7.7884
2364,16:58:00,16:58:00,136,3,0,0,17.8273
2364,17:03:00,17:03:00,145,4,0,0,20.0949
2364,17:08:00,17:08:00,104,5,0,0,21.7725
2364,17:11:00,17:11:00,99,6,0,0,23.3581
2364,17:16:00,17:16:00,17,7,0,0,25.7237
2364,17:19:00,17:19:00,48,8,0,0,27.1180
2364,17:22:00,17:22:00,143,9,0,0,28.4725
2364,17:25:00,17:25:00,88,10,0,0,30.0706
2364,17:28:00,17:28:00,76,11,0,0,31.7100
2364,17:31:00,17:31:00,12,12,0,0,33.5922
2364,17:34:00,17:34:00,18,13,0,0,34.7540
2364,17:40:00,17:40:00,45,14,0,0,38.8881
2364,17:44:00,17:44:00,117,15,0,0,41.2744
2364,17:49:00,17:49:00,49,16,0,0,42.2008
2365,23:14:00,23:14:00,145,1,0,0,0.0000
2365,23:18:00,23:18:00,104,2,0,0,1.6780
2365,23:24:00,23:24:00,99,3,0,0,3.2636
2365,23:31:00,23:31:00,17,4,0,0,5.6292
2365,23:34:00,23:34:00,48,5,0,0,7.0235
2365,23:37:00,23:37:00,143,6,0,0,8.3780
2365,23:40:00,23:40:00,88,7,0,0,9.9761
2365,23:43:00,23:43:00,76,8,0,0,11.6155
2365,23:46:00,23:46:00,12,9,0,0,13.4977
2365,23:49:00,23:49:00,18,10,0,0,14.6595
2365,23:55:00,23:55:00,45,11,0,0,18.7936
2365,23:59:00,23:59:00,117,12,0,0,21.1799
2365,24:04:00,24:04:00,49,13,0,0,22.1062
2366,17:35:00,17:35:00,63,1,0,0,0.0000
2366,17:52:00,17:52:00,106,2,0,0,7.7884
2366,18:08:00,18:08:00,136,3,0,0,17.8273
2366,18:14:00,18:14:00,145,4,0,0,20.0949
2366,18:19:00,18:19:00,104,5,0,0,21.7725
2366,18:22:00,18:22:00,99,6,0,0,23.3581
2366,18:26:00,18:26:00,17,7,0,0,25.7237
2366,18:29:00,18:29:00,48,8,0,0,27.1180
2366,18:33:00,18:33:00,143,9,0,0,28.4725
2366,18:36:00,18:36:00,88,10,0,0,30.0706
2366,18:39:00,18:39:00,76,11,0,0,31.7100
2366,18:43:00,18:43:00,12,12,0,0,33.5922
2366,18:46:00,18:46:00,18,13,0,0,34.7540
2366,18:53:00,18:53:00,45,14,0,0,38.8881
2366,18:58:00,18:58:00,117,15,0,0,41.2744
2366,19:06:00,19:06:00,49,16,0,0,42.2008
2367,18:48:00,18:48:00,63,1,0,0,0.0000
2367,19:04:00,19:04:00,106,2,0,0,7.7884
2367,19:21:00,19:21:00,145,3,0,0,20.0949
2367,19:25:00,19:25:00,104,4,0,0,21.7725
2367,19:29:00,19:29:00,99,5,0,0,23.3581
2367,19:33:00,19:33:00,17,6,0,0,25.7237
2367,19:36:00,19:36:00,48,7,0,0,27.1180
2367,19:39:00,19:39:00,143,8,0,0,28.4725
2367,19:42:00,19:42:00,88,9,0,0,30.0706
2367,19:45:00,19:45:00,76,10,0,0,31.7100
2367,19:48:00,19:48:00,12,11,0,0,33.5922
2367,19:51:00,19:51:00,18,12,0,0,34.7540
2367,19:57:00,19:57:00,45,13,0,0,38.8881
2367,20:01:00,20:01:00,117,14,0,0,41.2744
2367,20:06:00,20:06:00,49,15,0,0,42.2008
2368,18:04:00,18:04:00,63,1,0,0,0.0000
2368,18:20:00,18:20:00,106,2,0,0,7.7884
2368,18:34:00,18:34:00,136,3,0,0,17.8273
2368,18:38:00,18:38:00,145,4,0,0,20.0949
2368,18:43:00,18:43:00,104,5,0,0,21.7725
2368,18:46:00,18:46:00,99,6,0,0,23.3581
2368,18:50:00,18:50:00,17,7,0,0,25.7237
2368,18:53:00,18:53:00,48,8,0,0,27.1180
2368,18:56:00,18:56:00,143,9,0,0,28.4725
2368,18:59:00,18:59:00,88,10,0,0,30.0706
2368,19:02:00,19:02:00,76,11,0,0,31.7100
2368,19:05:00,19:05:00,12,12,0,0,33.5922
2368,19:08:00,19:08:00,18,13,0,0,34.7540
2368,19:15:00,19:15:00,45,14,0,0,38.8881
2368,19:20:00,19:20:00,117,15,0,0,41.2744
2368,19:24:00,19:24:00,49,16,0,0,42.2008
2369,19:44:00,19:44:00,63,1,0,0,0.0000
2369,20:00:00,20:00:00,106,2,0,0,7.7884
2369,20:17:00,20:17:00,145,3,0,0,20.0949
2369,20:21:00,20:21:00,104,4,0,0,21.7725
2369,20:24:00,20:24:00,99,5,0,0,23.3581
2369,20:28:00,20:28:00,17,6,0,0,25.7237
2369,20:31:00,20:31:00,48,7,0,0,27.1180
2369,20:35:00,20:35:00,143,8,0,0,28.4725
2369,20:39:00,20:39:00,88,9,0,0,30.0706
2369,20:42:00,20:42:00,76,10,0,0,31.7100
2369,20:45:00,20:45:00,12,11,0,0,33.5922
2369,20:48:00,20:48:00,18,12,0,0,34.7540
2369,20:54:00,20:54:00,45,13,0,0,38.8881
2369,20:58:00,20:58:00,117,14,0,0,41.2744
2369,21:04:00,21:04:00,49,15,0,0,42.2008
2370,18:08:00,18:08:00,105,1,0,0,0.0000
2370,18:37:00,18:37:00,81,2,0,0,17.7547
2370,18:41:00,18:41:00,87,3,0,0,19.3634
2370,18:45:00,18:45:00,136,4,0,0,20.4379
2370,18:53:00,18:53:00,104,5,0,0,24.3831
2370,18:57:00,18:57:00,99,6,0,0,25.9688
2370,19:02:00,19:02:00,17,7,0,0,28.3343
2370,19:05:00,19:05:00,48,8,0,0,29.7286
2370,19:09:00,19:09:00,143,9,0,0,31.0831
2370,19:12:00,19:12:00,88,10,0,0,32.6812
2370,19:15:00,19:15:00,76,11,0,0,34.3206
2370,19:19:00,19:19:00,12,12,0,0,36.2028
2370,19:22:00,19:22:00,18,13,0,0,37.3646
2370,19:30:00,19:30:00,45,14,0,0,41.4987
2370,19:35:00,19:35:00,117,15,0,0,43.8850
2370,19:41:00,19:41:00,49,16,0,0,44.8114
2371,16:28:00,16:28:00,63,1,0,0,0.0000
2371,16:44:00,16:44:00,106,2,0,0,7.7884
2371,16:58:00,16:58:00,136,3,0,0,17.8273
2371,17:03:00,17:03:00,145,4,0,0,20.0949
2371,17:08:00,17:08:00,104,5,0,0,21.7725
2371,17:11:00,17:11:00,99,6,0,0,23.3581
2371,17:16:00,17:16:00,17,7,0,0,25.7237
2371,17:19:00,17:19:00,48,8,0,0,27.1180
2371,17:22:00,17:22:00,143,9,0,0,28.4725
2371,17:25:00,17:25:00,88,10,0,0,30.0706
2371,17:28:00,17:28:00,76,11,0,0,31.7100
2371,17:31:00,17:31:00,12,12,0,0,33.5922
2371,17:34:00,17:34:00,18,13,0,0,34.7540
2371,17:40:00,17:40:00,45,14,0,0,38.8881
2371,17:44:00,17:44:00,117,15,0,0,41.2744
2371,17:49:00,17:49:00,49,16,0,0,42.2008
2372,17:06:00,17:06:00,63,1,0,0,0.0000
2372,17:22:00,17:22:00,106,2,0,0,7.7884
2372,17:35:00,17:35:00,87,3,0,0,16.7527
2372,17:38:00,17:38:00,136,4,0,0,17.8271
2372,17:44:00,17:44:00,145,5,0,0,20.0947
2372,17:48:00,17:48:00,104,6,0,0,21.7723
2372,17:51:00,17:51:00,99,7,0,0,23.3580
2372,17:55:00,17:55:00,17,8,0,0,25.7235
2372,17:58:00,17:58:00,48,9,0,0,27.1178
2372,18:01:00,18:01:00,143,10,0,0,28.4723
2372,18:04:00,18:04:00,88,11,0,0,30.0705
2372,18:07:00,18:07:00,76,12,0,0,31.7098
2372,18:10:00,18:10:00,12,13,0,0,33.5920
2372,18:13:00,18:13:00,18,14,0,0,34.7538
2372,18:19:00,18:19:00,45,15,0,0,38.8879
2372,18:23:00,18:23:00,117,16,0,0,41.2742
2372,18:28:00,18:28:00,49,17,0,0,42.2006
2373,17:35:00,17:35:00,63,1,0,0,0.0000
2373,17:52:00,17:52:00,106,2,0,0,7.7884
2373,18:08:00,18:08:00,136,3,0,0,17.8273
2373,18:14:00,18:14:00,145,4,0,0,20.0949
2373,18:19:00,18:19:00,104,5,0,0,21.7725
2373,18:22:00,18:22:00,99,6,0,0,23.3581
2373,18:26:00,18:26:00,17,7,0,0,25.7237
2373,18:29:00,18:29:00,48,8,0,0,27.1180
2373,18:33:00,18:33:00,143,9,0,0,28.4725
2373,18:36:00,18:36:00,88,10,0,0,30.0706
2373,18:39:00,18:39:00,76,11,0,0,31.7100
2373,18:43:00,18:43:00,12,12,0,0,33.5922
2373,18:46:00,18:46:00,18,13,0,0,34.7540
2373,18:53:00,18:53:00,45,14,0,0,38.8881
2373,18:58:00,18:58:00,117,15,0,0,41.2744
